"t","year","experiment_tag","ssp","regional_aggregation","calibration_id","cooperation","climate_module","damage_module","saving_rate","policy","WORLD_E","FORC","TATM","TOCEAN","exp_id"
18,2100,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",4.98783760848303,4.12199018778975,2.93454032103019,2.88479895391932,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
19,2105,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",2.14979516772335,4.10375498918025,2.96281614109357,2.9228341180564,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
2,2020,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",40.0200702212526,2.70069677404948,1.08699745278963,0.65156013152,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
20,2110,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-0.29368596237895,4.07404527064028,2.96966045285969,2.95340671581717,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
21,2115,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-2.4188142237735,4.03575018615175,2.96941415262753,2.96583527562888,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
22,2120,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-4.58838811266411,3.99068009803442,2.95762618600328,2.96857189470424,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
23,2125,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-6.6786977158372,3.93786607447276,2.9392076949905,2.96020216441296,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
24,2130,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-8.66935387878931,3.87746849268312,2.91275114916353,2.94414856281664,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
25,2135,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-10.5536057992803,3.8097741371838,2.87995851989683,2.92014026044903,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
26,2140,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-11.8469575862988,3.73507637575372,2.84072273704152,2.88941494697282,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
27,2145,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-12.1690137455133,3.65727327642706,2.79573871851907,2.85218202989585,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
28,2150,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-12.3796602984182,3.58273720573834,2.74682142407629,2.80902216643912,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
29,2155,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-12.0046445558873,3.51069697722141,2.69699843355155,2.761459833865,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
3,2025,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",35.2681298719206,2.89411144342982,1.44317012375999,0.984521023989784,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
30,2160,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-11.651092624342,3.44468390009709,2.64639686758632,2.71216886974728,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
31,2165,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-11.3176507135002,3.38327145266915,2.59780811472667,2.66187574265568,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
32,2170,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-11.0031070578854,3.32559173975216,2.55072052235684,2.61288587997816,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
33,2175,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-10.7063456923624,3.27106603056947,2.50580810829918,2.56535060465094,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
34,2180,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-10.4263235779394,3.2192719260084,2.46283024811447,2.5198209227501,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
35,2185,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-10.1620590936113,3.16987735222634,2.42185856386108,2.47624251327016,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
36,2190,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-9.19374520704238,3.12260717643409,2.38271319152415,2.43465735865255,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
37,2195,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-8.09348712537768,3.08324404156957,2.34530036310398,2.39493780453798,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
38,2200,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",-6.9396845117742,3.05191248319507,2.31219266781706,2.35698210806347,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
4,2030,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",31.0006646380309,3.04092893063929,1.65585716512006,1.33523100251133,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
5,2035,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",29.2475833852952,3.15690873418039,1.86512216475307,1.5804005551351,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
6,2040,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",28.0344263371971,3.26659854649769,2.01334323193179,1.79811538253532,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
7,2045,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",26.8840556201529,3.37327493620412,2.15056429713403,1.96269120853583,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
8,2050,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",25.6024482996635,3.4763786411331,2.26335829318954,2.106349981441,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
9,2055,"TBD","ssp2","r5","kaliPUMICE","coopngsw","clWITCHco2","damBURKESR","SRfix","polCBA",24.2099445149439,3.57444419879264,2.366822159375,2.226407737291,"TBD_r5_ssp2_coopngsw_clWITCHco2_damBURKESR_SRfix_polCBA"
1,2015,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",37.6404870858,2.51681522368793,0.85,0.0068,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
10,2060,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.4754222809792,4.11364446944397,2.66700975877344,2.48467323883973,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
11,2065,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.320841013575,4.27183424212557,2.79796349435328,2.62409842690111,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
12,2070,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.0900028093076,4.42649590111666,2.92328543237854,2.75704584596799,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
13,2075,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",39.7231777073545,4.57732279075493,3.04448773720509,2.88416237537727,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
14,2080,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",39.2204070389899,4.72374236804047,3.16161820523741,3.00675654209702,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
15,2085,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",38.5620120459324,4.86532455145313,3.27500011644928,3.12517284462762,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
16,2090,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",37.7497907872284,5.00160961590278,3.38457070530942,3.23973955654059,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
17,2095,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",36.7713761129855,5.13222623801783,3.49027276170449,3.35048593999456,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
18,2100,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",35.6126614401399,5.2567807797737,3.59195483225757,3.45737513538172,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
19,2105,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",34.3202240801125,5.34543873428359,3.6894321286346,3.56028265798323,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
2,2020,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.0200702212526,2.70069677404948,1.08699745278963,0.65156013152,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
20,2110,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",32.9081701963227,5.42749486931076,3.76912647942301,3.65903791140225,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
21,2115,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",31.4030301286322,5.50288686202914,3.84517565527176,3.74321808170101,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
22,2120,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",29.8400783541766,5.57167147041404,3.91191932420559,3.82118081716701,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
23,2125,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",28.2577495517887,5.63405353151912,3.97351305636102,3.89056479692522,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
24,2130,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",26.6909764891638,5.69038255858217,4.02870898714193,3.95399189685783,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
25,2135,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",25.1645298922423,5.74111968822472,4.07892532158864,4.01112496251055,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
26,2140,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",23.687514204158,5.78678004678976,4.12412368348107,4.0629690901627,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
27,2145,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",22.2500532664872,5.82785865083922,4.16499070841524,4.1097314758731,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
28,2150,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",20.8229034706451,5.86475062126025,4.20179707206859,4.15198592326584,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
29,2155,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",21.1711112825081,5.89767808192928,4.23496069604096,4.19007444657375,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
3,2025,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.0742051802818,2.89411144342982,1.44317012375999,0.984521023989784,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
30,2160,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",21.5167663466928,5.93553259654354,4.2647071456568,4.2243971032506,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
31,2165,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",21.8549609880901,5.97674375265301,4.29523413431068,4.25522052384287,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
32,2170,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",22.1828196565489,6.02043057020646,4.32566299227438,4.28581727520413,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
33,2175,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",22.4986874293637,6.06605677413971,4.35712010035444,4.31628564543507,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
34,2180,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",22.8016779095699,6.11326408516726,4.38932954634772,4.34751006256548,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
35,2185,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",23.0914110139116,6.16179116835399,4.42254383072091,4.37948769048713,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
36,2190,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",23.3678543343632,6.21143369166906,4.45662593884839,4.41241093839969,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
37,2195,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",23.6312230088133,6.26202420485192,4.4915787043726,4.4462203187418,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
38,2200,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",23.881913224206,6.31342156849444,4.52729931451184,4.48090399839651,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
4,2030,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.582398706837,3.07856564513867,1.65585716512006,1.33523100251133,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
5,2035,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.7997383388025,3.2606926066049,1.88219675280126,1.5804005551351,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
6,2040,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.9968468042092,3.43907169272616,2.05926464338406,1.81117161312783,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
7,2045,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.9992647944945,3.61430782902741,2.23153438662538,2.00087808231332,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
8,2050,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.8318856961801,3.78542192291863,2.38430608330697,2.17725140904975,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
9,2055,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damBURKESR","SRfix","polCBA",40.6250089941961,3.95176704469958,2.53056089248662,2.33557754639074,"TBD_r5_ssp2_noncoop_clWITCHco2_damBURKESR_SRfix_polCBA"
1,2015,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",37.6404870858,2.51681522368793,0.85,0.0068,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
10,2060,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",57.0539456408161,4.45015745880025,2.8199645062072,2.59312703862866,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
11,2065,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",58.8553718984972,4.66973479248594,2.98881116743109,2.76658025901481,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
12,2070,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",60.7132577700384,4.88926845280238,3.15464986107092,2.93651103432113,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
13,2075,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",62.5406390245153,5.10857499672515,3.31909524583989,3.10331276418927,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
14,2080,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",64.3942006306363,5.32706119131228,3.48213047029062,3.26831269451276,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
15,2085,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",66.2263291348573,5.54460127345821,3.64408221468856,3.43181029559417,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
16,2090,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",68.0795034514101,5.76084950442388,3.8050053671259,3.5941258440682,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
17,2095,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",69.9502782393267,5.97575508685681,3.96488283931744,3.75537668493817,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
18,2100,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",71.7918892500661,6.18924987068151,4.12374532480774,3.9155773676372,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
19,2105,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",73.5081932281148,6.37165312127004,4.28156633592348,4.07475478633209,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
2,2020,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",40.0459901266906,2.70069677404948,1.08699745278963,0.65156013152,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
20,2110,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",75.0234387958026,6.55176120924894,4.42489451372473,4.23289501630648,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
21,2115,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",76.2603615213058,6.72881155233655,4.56770308709526,4.37970908320302,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
22,2120,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",77.1436898460211,6.90193051610613,4.70408520276502,4.52346031502766,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
23,2125,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",77.6043539332727,7.07017218627435,4.83774885920623,4.66157668881006,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
24,2130,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",77.5841042163534,7.23256027933923,4.96686018907362,4.79628825398416,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
25,2135,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",77.0400871001073,7.38813240320515,5.09210025168553,4.92671755106896,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
26,2140,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",75.9488612795886,7.53598486993251,5.21259294866354,5.05317885538664,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
27,2145,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",74.3093369812185,7.67531569572165,5.32812873945907,5.17507621277202,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
28,2150,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",72.1441867983734,7.80546321866461,5.43809103651342,5.29210914355501,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
29,2155,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",70.094658339244,7.92593784775622,5.54208699998113,5.40373545344994,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
3,2025,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",44.4572357095936,2.89431831705381,1.44317012375999,0.984521023989784,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
30,2160,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",68.1663155444849,8.03841491896728,5.63967832670108,5.50952715332831,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
31,2165,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",66.3405935771469,8.14409926700429,5.73146313550921,5.60904836734789,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
32,2170,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",64.5632409672366,8.24385610477865,5.81775202391566,5.70265387258945,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
33,2175,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",62.9800353920294,8.33837701728187,5.89907532893217,5.79066466384514,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
34,2180,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",61.4333020733821,8.42824222214086,5.97585452722424,5.87356181123566,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
35,2185,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",59.9718020431856,8.51392818175031,6.04853970113039,5.95178081623368,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
36,2190,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",58.5843597762072,8.59585722871847,6.11751149893625,6.02576832969636,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
37,2195,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",57.2730179930601,8.67437526823787,6.18313573286809,6.0959205330469,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
38,2200,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",56.0343549384599,8.74980425487771,6.24572193962973,6.16261038564089,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
4,2030,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",47.0421664118496,3.11236501228901,1.65595101714606,1.33523100251133,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
5,2035,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",48.9927095891743,3.33589299867143,1.89752407029344,1.5804723198939,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
6,2040,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",50.7859049627491,3.56008794231232,2.09236970147254,1.82290866748196,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
7,2045,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",52.4691872105674,3.78433049880739,2.28944130682645,2.02895436448775,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
8,2050,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",53.9564100172659,4.00805022663879,2.47007840926433,2.22813794513474,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
9,2055,"TBD","ssp2","r5","kaliPUMICE","noncoop","clWITCHco2","damOFF","SRfix","polBAU",55.4050501429378,4.23001343676224,2.64852228078817,2.41313980171942,"TBD_r5_ssp2_noncoop_clWITCHco2_damOFF_SRfix_polBAU"
